,HomeTeam,AwayTeam,FTR,Home_Days_Rest,Away_Days_Rest,Home_Avg_Scored_5,Home_Avg_Conceded_5,Home_Avg_Shots_Last_5,Home_Avg_Shots_Conceded_Last_5,Home_Wins_Last_5,Home_Losses_Last_5,Home_Total_Points,Home_Points_Last_5,Away_Avg_Scored_5,Away_Avg_Conceded_5,Away_Avg_Shots_Last_5,Away_Avg_Shots_Conceded_Last_5,Away_Wins_Last_5,Away_Losses_Last_5,Away_Total_Points,Away_Points_Last_5,Home_ELO_Score,Away_ELO_Score,ELO_Diff
140,M'gladbach,Augsburg,H,23.0,22.0,1.0,1.0,11.6,11.2,2.0,2.0,16.0,7.0,0.6,0.8,13.2,14.4,2.0,2.0,14.0,7.0,1581.7256930281992,1550.7615407837197,30.964152244479465
141,Bayern Munich,Wolfsburg,H,21.0,22.0,4.0,1.0,21.4,8.8,4.0,0.0,41.0,13.0,2.2,2.0,11.8,14.4,2.0,2.0,15.0,7.0,1943.0511832933973,1567.6979872061718,375.35319608722557
142,Stuttgart,Ein Frankfurt,H,3.0,4.0,1.8,1.6,14.2,11.4,2.0,2.0,29.0,7.0,1.2,2.2,11.0,12.6,1.0,1.0,26.0,6.0,1583.5983088044286,1662.5368559234694,-78.93854711904078
143,Dortmund,Werder Bremen,H,4.0,24.0,2.0,1.0,10.0,12.8,3.0,0.0,33.0,11.0,0.6,2.0,12.0,16.4,0.0,3.0,17.0,2.0,1843.845896362671,1583.2433287553245,260.6025676073466
144,Mainz,Heidenheim,H,3.0,3.0,0.8,1.8,7.2,16.6,0.0,2.0,9.0,3.0,1.4,2.0,13.6,15.4,2.0,2.0,12.0,7.0,1571.0494552030555,1511.1870692447462,59.86238595830923
145,Wolfsburg,St Pauli,H,3.0,24.0,2.2,3.0,9.2,16.2,2.0,2.0,15.0,7.0,0.8,1.2,8.0,14.2,1.0,2.0,12.0,5.0,1565.6312881277713,1512.3545207682073,53.27676735956402
146,FC Koln,Bayern Munich,A,4.0,3.0,0.8,1.4,12.2,12.8,0.0,2.0,17.0,3.0,4.4,0.8,20.2,8.8,4.0,0.0,44.0,13.0,1530.4072547843186,1944.0845328325975,-413.6772780482788
147,Hoffenheim,M'gladbach,H,25.0,3.0,1.6,0.8,12.2,12.6,2.0,1.0,27.0,8.0,1.2,1.0,10.8,13.2,2.0,2.0,19.0,7.0,1694.2531439591505,1590.8368251865306,103.41631877261989
148,RB Leipzig,Freiburg,H,25.0,4.0,2.0,1.2,17.2,11.6,2.0,2.0,29.0,7.0,2.4,1.4,19.0,9.8,3.0,1.0,23.0,10.0,1731.5611777195681,1648.6637716326802,82.89740608688794
149,Augsburg,Union Berlin,D,4.0,5.0,0.4,1.6,14.0,13.8,1.0,3.0,14.0,4.0,1.6,1.6,14.0,9.0,2.0,2.0,22.0,7.0,1541.650408625388,1595.6426225506762,-53.99221392528807
150,Werder Bremen,Ein Frankfurt,D,3.0,3.0,0.6,2.2,10.2,15.6,0.0,3.0,17.0,2.0,1.4,2.6,10.4,14.6,1.0,2.0,26.0,5.0,1579.5952626204064,1650.3031263446017,-70.70786372419525
151,Dortmund,St Pauli,H,4.0,3.0,2.2,0.8,12.2,11.2,3.0,0.0,36.0,11.0,1.0,1.4,7.4,15.2,1.0,2.0,12.0,5.0,1845.66992943013,1503.8760423470835,341.79388708304646
152,FC Koln,Mainz,H,3.0,4.0,0.8,1.8,11.8,13.2,0.0,3.0,17.0,2.0,1.2,1.2,9.6,15.0,1.0,1.0,12.0,6.0,1528.7150859090782,1579.3433269247203,-50.62824101564206
153,Hamburg,M'gladbach,D,7.0,3.0,1.6,2.0,10.8,12.6,2.0,2.0,16.0,7.0,1.4,2.0,10.6,12.8,2.0,3.0,19.0,6.0,1545.1350718709148,1583.7284867299943,-38.59341485907953
154,Hoffenheim,Leverkusen,H,3.0,7.0,2.4,0.8,12.0,10.6,3.0,1.0,30.0,10.0,1.4,1.8,16.4,11.0,2.0,3.0,29.0,6.0,1701.3614824156869,1803.694019226616,-102.33253681092924
155,Wolfsburg,Heidenheim,D,3.0,4.0,2.4,3.0,9.8,15.0,3.0,2.0,18.0,9.0,1.2,2.2,14.6,16.2,1.0,3.0,12.0,4.0,1574.109766548895,1502.8931975230814,71.21656902581367
156,RB Leipzig,Bayern Munich,A,3.0,3.0,2.0,1.2,17.0,9.2,2.0,2.0,32.0,7.0,4.4,0.8,20.2,8.4,4.0,0.0,47.0,13.0,1739.2194678737644,1944.9306172702177,-205.71114939645327
157,Stuttgart,Union Berlin,D,5.0,3.0,2.2,1.6,15.4,12.0,3.0,1.0,32.0,10.0,1.6,1.4,15.4,8.8,2.0,1.0,23.0,8.0,1595.8320383832963,1594.1009918086113,1.731046574685024
158,Augsburg,Freiburg,D,3.0,4.0,0.6,1.2,13.0,13.6,1.0,2.0,15.0,5.0,1.6,1.8,15.0,13.8,2.0,2.0,23.0,7.0,1543.192039367453,1641.005481478484,-97.81344211103101
159,St Pauli,Hamburg,D,6.0,6.0,1.2,1.4,7.2,13.4,1.0,2.0,12.0,5.0,1.2,1.8,14.0,11.0,1.0,2.0,17.0,5.0,1501.4229402118826,1546.2413333501454,-44.81839313826276
160,Bayern Munich,Augsburg,A,7.0,6.0,4.4,1.0,20.2,9.2,4.0,0.0,50.0,13.0,0.6,1.6,13.0,12.0,0.0,2.0,16.0,3.0,1947.273652321267,1545.9352421350795,401.3384101861875
161,Ein Frankfurt,Hoffenheim,A,8.0,7.0,2.0,2.0,10.4,14.0,1.0,1.0,27.0,6.0,2.0,0.8,12.4,9.4,3.0,1.0,33.0,10.0,1648.2956295604731,1714.2245328218476,-65.92890326137444
162,Heidenheim,RB Leipzig,A,7.0,7.0,1.0,2.2,14.0,15.6,0.0,3.0,13.0,2.0,2.2,2.2,16.4,11.4,2.0,3.0,32.0,6.0,1504.9147418162302,1734.5333977716657,-229.61865595543554
163,Leverkusen,Werder Bremen,H,7.0,8.0,1.2,1.6,15.2,13.4,2.0,3.0,29.0,6.0,1.0,2.6,9.4,15.2,0.0,3.0,18.0,2.0,1797.2624940235357,1581.602759404535,215.6597346190008
164,Mainz,Wolfsburg,H,7.0,7.0,1.4,1.4,10.2,16.2,1.0,1.0,12.0,6.0,2.0,3.0,11.6,13.4,2.0,2.0,19.0,7.0,1567.896356324591,1572.0882222557464,-4.191865931155462
165,Union Berlin,Dortmund,A,6.0,7.0,1.6,1.0,15.2,10.6,2.0,0.0,24.0,9.0,2.4,1.2,12.6,10.8,3.0,0.0,39.0,11.0,1594.1508149218218,1846.8964804977304,-252.74566557590856
167,M'gladbach,Stuttgart,A,8.0,7.0,1.2,2.0,9.0,16.2,1.0,3.0,20.0,4.0,2.4,0.8,15.4,12.2,3.0,0.0,33.0,11.0,1582.6222252507637,1595.7822152700858,-13.159990019322095
166,Freiburg,FC Koln,H,7.0,8.0,1.8,1.8,14.2,13.2,2.0,1.0,24.0,8.0,1.0,1.8,13.6,14.4,1.0,3.0,20.0,4.0,1638.2622787108573,1540.1620565092076,98.10022220164979
168,St Pauli,RB Leipzig,D,4.0,3.0,1.0,1.2,7.8,12.2,1.0,2.0,13.0,5.0,1.6,2.2,15.4,11.2,2.0,3.0,35.0,6.0,1502.705809320816,1738.743806429796,-236.0379971089801
169,Werder Bremen,Hoffenheim,A,3.0,3.0,0.6,2.2,10.8,15.4,0.0,3.0,18.0,2.0,2.6,0.6,12.2,9.6,4.0,0.0,36.0,13.0,1577.1190411053385,1722.349399418493,-145.2303583131545
170,FC Koln,Wolfsburg,H,5.0,6.0,1.2,1.8,16.2,13.6,1.0,3.0,20.0,4.0,1.6,3.4,10.8,14.6,1.0,3.0,19.0,4.0,1532.9128906002045,1561.967576509685,-29.05468590948044
171,Augsburg,St Pauli,H,7.0,4.0,1.0,1.6,13.8,12.8,1.0,1.0,19.0,6.0,0.8,1.2,7.6,10.6,0.0,2.0,14.0,3.0,1564.129754967099,1508.6169188850135,55.512836082085414
172,Ein Frankfurt,Leverkusen,A,7.0,7.0,2.0,2.6,10.0,13.6,0.0,2.0,27.0,3.0,1.4,1.2,13.8,14.2,3.0,2.0,32.0,9.0,1640.1707629638277,1801.7462123227322,-161.5754493589045
173,Hoffenheim,Union Berlin,H,4.0,7.0,2.2,0.4,12.6,12.0,4.0,0.0,39.0,13.0,1.0,1.4,14.8,11.8,1.0,1.0,24.0,6.0,1728.3969019284075,1590.3659074474904,138.03099448091712
174,RB Leipzig,Mainz,A,4.0,7.0,1.6,1.8,16.0,10.2,2.0,2.0,36.0,7.0,1.6,1.2,13.2,12.8,2.0,1.0,15.0,8.0,1732.8326968655983,1578.0170020706523,154.815694794946
175,Werder Bremen,M'gladbach,D,4.0,6.0,0.6,1.8,14.2,13.0,0.0,3.0,18.0,2.0,1.0,2.0,8.6,17.4,1.0,3.0,20.0,4.0,1571.071538595424,1573.0008191717825,-1.929280576358451
176,Hamburg,Bayern Munich,D,8.0,7.0,0.6,1.4,12.6,10.6,0.0,2.0,18.0,3.0,4.2,1.0,18.4,11.4,4.0,1.0,50.0,12.0,1544.9584642412121,1938.1763959052573,-393.2179316640452
177,Stuttgart,Freiburg,H,7.0,7.0,2.2,0.8,14.0,12.8,3.0,0.0,36.0,11.0,2.0,1.8,12.6,15.2,3.0,1.0,27.0,10.0,1605.403621349067,1645.5114446198604,-40.10782327079346
178,Dortmund,Heidenheim,H,8.0,8.0,2.8,1.0,13.8,8.6,4.0,0.0,42.0,13.0,0.8,2.4,11.4,16.2,0.0,3.0,13.0,2.0,1848.7889342348963,1500.7043331580999,348.0846010767964
179,Union Berlin,Ein Frankfurt,D,6.0,6.0,1.0,2.0,15.8,11.0,0.0,2.0,24.0,3.0,2.0,3.0,10.4,14.0,0.0,3.0,27.0,2.0,1584.1421437274114,1634.5126868075843,-50.370543080172865
185,Mainz,Augsburg,H,7.0,7.0,2.0,1.4,12.8,14.8,3.0,1.0,18.0,10.0,1.4,1.8,13.4,14.4,2.0,1.0,22.0,8.0,1592.1997189926658,1572.5454264612565,19.654292531409283
184,Freiburg,Werder Bremen,H,6.0,7.0,1.2,1.4,11.8,16.2,2.0,2.0,27.0,7.0,0.8,2.0,16.0,11.6,0.0,3.0,19.0,2.0,1634.362149424496,1571.1270671833777,63.235082241118334
183,Heidenheim,Hamburg,A,6.0,7.0,1.2,2.2,12.2,15.4,0.0,3.0,13.0,2.0,0.8,1.0,12.6,11.2,0.0,1.0,19.0,4.0,1498.3281087550722,1553.0747134132573,-54.746604658185106
181,Wolfsburg,Dortmund,A,8.0,6.0,1.0,2.8,11.0,14.6,1.0,3.0,19.0,4.0,3.0,1.4,15.6,9.8,4.0,0.0,45.0,13.0,1551.1332594041648,1849.97704643641,-298.84378703224525
180,M'gladbach,Leverkusen,D,7.0,7.0,1.2,1.8,8.8,19.0,1.0,2.0,21.0,5.0,1.6,1.4,12.6,15.2,3.0,2.0,35.0,9.0,1572.9452905838289,1804.575250400854,-231.6299598170251
182,St Pauli,Stuttgart,H,7.0,6.0,1.0,1.6,10.0,10.4,0.0,3.0,14.0,2.0,2.4,0.8,15.6,14.2,4.0,0.0,39.0,13.0,1500.201247390856,1616.5529165444314,-116.35166915357536
186,FC Koln,RB Leipzig,A,9.0,8.0,1.4,1.6,16.6,14.2,2.0,2.0,23.0,7.0,1.6,1.6,15.2,9.4,2.0,2.0,36.0,7.0,1543.7472077057246,1718.6499799435849,-174.9027722378603
187,Bayern Munich,Hoffenheim,H,8.0,8.0,3.8,1.4,16.4,12.6,3.0,1.0,51.0,10.0,2.8,0.6,13.6,13.2,5.0,0.0,42.0,15.0,1934.1182713192347,1734.6206656484865,199.49760567074827
188,Dortmund,Mainz,H,6.0,6.0,2.8,1.0,16.6,9.8,5.0,0.0,48.0,15.0,2.0,1.0,13.0,14.2,4.0,1.0,21.0,12.0,1851.4953934287682,1601.6346256404588,249.86076778830943
191,Hamburg,Union Berlin,H,7.0,8.0,1.0,0.8,13.6,13.4,1.0,1.0,22.0,6.0,0.8,1.8,14.6,9.8,0.0,2.0,25.0,3.0,1561.511892726124,1585.5818517011035,-24.0699589749795
189,Hoffenheim,Freiburg,H,6.0,7.0,2.0,1.4,11.8,17.2,4.0,1.0,42.0,12.0,1.0,1.2,9.2,17.6,2.0,2.0,30.0,7.0,1729.8050385761205,1642.5619316326233,87.2431069434972
190,Ein Frankfurt,M'gladbach,H,8.0,7.0,1.6,2.6,8.6,13.0,0.0,3.0,28.0,2.0,0.6,2.0,8.2,17.6,0.0,2.0,22.0,3.0,1633.0729788338922,1578.7732385650747,54.29974026881746
192,Leverkusen,St Pauli,H,7.0,7.0,1.2,1.4,11.6,13.2,2.0,2.0,36.0,7.0,1.2,1.4,11.2,9.2,1.0,2.0,17.0,5.0,1801.661276410231,1513.430298646401,288.23097776382997
193,Werder Bremen,Bayern Munich,A,7.0,6.0,0.8,1.6,18.2,9.4,0.0,3.0,19.0,2.0,3.2,1.4,18.6,12.8,3.0,1.0,54.0,10.0,1562.9272849752504,1936.5260848554176,-373.59879988016723
194,Stuttgart,FC Koln,H,7.0,6.0,1.8,1.0,15.0,14.0,3.0,1.0,39.0,10.0,1.2,1.6,14.4,15.2,2.0,3.0,23.0,6.0,1603.3238652888863,1538.3951599061147,64.92870538277157
195,Augsburg,Heidenheim,H,8.0,8.0,1.4,1.4,12.8,14.0,2.0,1.0,22.0,8.0,0.8,2.2,13.4,14.0,0.0,4.0,13.0,1.0,1563.1105198134635,1489.8909294422056,73.21959037125794
196,RB Leipzig,Wolfsburg,D,7.0,8.0,1.6,1.8,14.8,10.8,2.0,2.0,39.0,7.0,1.0,1.6,11.8,15.6,1.0,3.0,19.0,4.0,1724.0020277431947,1548.0965654194486,175.90546232374618
197,Mainz,Hamburg,D,7.0,6.0,1.6,1.6,12.4,14.0,3.0,2.0,21.0,9.0,1.4,0.8,14.2,11.8,2.0,0.0,25.0,9.0,1598.7575275344482,1572.2035755962258,26.553951938222326
202,Bayern Munich,Ein Frankfurt,H,7.0,7.0,3.2,1.2,17.0,14.0,3.0,1.0,57.0,10.0,1.8,2.0,8.6,13.0,1.0,2.0,31.0,5.0,1937.5688294733686,1639.41027594551,298.15855352785866
201,FC Koln,Hoffenheim,D,7.0,7.0,1.2,1.6,14.8,14.0,2.0,3.0,23.0,6.0,2.4,1.4,13.0,18.2,4.0,1.0,45.0,12.0,1532.2806669249055,1735.4603543785279,-203.17968745362236
200,Union Berlin,Leverkusen,H,7.0,7.0,1.0,2.2,13.8,10.6,0.0,3.0,25.0,2.0,1.8,0.6,10.8,13.4,3.0,1.0,39.0,10.0,1577.563089548527,1803.2599828235466,-225.69689327501965
199,Wolfsburg,Augsburg,A,6.0,6.0,1.0,1.8,11.2,17.8,0.0,3.0,20.0,2.0,1.4,1.2,13.4,14.0,3.0,1.0,25.0,10.0,1551.5994755701627,1569.0529386477565,-17.453463077593824
198,RB Leipzig,Dortmund,D,6.0,8.0,1.8,1.2,15.4,9.0,2.0,1.0,40.0,8.0,3.0,1.0,15.8,10.6,5.0,0.0,51.0,15.0,1720.4991175924806,1853.4134588327752,-132.91434124029456
203,Freiburg,M'gladbach,H,8.0,8.0,1.0,1.4,11.2,18.4,2.0,2.0,30.0,7.0,0.4,1.6,10.8,16.4,0.0,2.0,22.0,3.0,1636.906615830216,1572.435941453457,64.470674376759
204,St Pauli,Werder Bremen,H,8.0,8.0,0.8,1.6,11.6,9.6,1.0,2.0,17.0,5.0,0.2,1.6,18.4,10.0,0.0,4.0,19.0,1.0,1511.0322390264278,1561.3631680483238,-50.330929021896054
205,Heidenheim,Stuttgart,D,7.0,8.0,0.6,2.0,13.6,13.8,0.0,4.0,13.0,1.0,1.8,0.8,13.6,13.6,3.0,1.0,42.0,10.0,1483.9485106079126,1609.4383582700955,-125.48984766218291
206,Augsburg,FC Koln,H,6.0,6.0,1.6,1.2,13.8,13.6,4.0,1.0,28.0,12.0,1.2,1.8,12.6,15.4,1.0,3.0,24.0,4.0,1576.1764919705472,1536.2267474812568,39.949744489290424
207,Hoffenheim,St Pauli,A,7.0,6.0,2.2,1.6,14.6,18.2,3.0,1.0,46.0,10.0,1.2,1.8,11.0,11.2,2.0,2.0,20.0,7.0,1731.5142738221766,1519.61118257972,211.90309124245664
208,Leverkusen,Mainz,D,7.0,8.0,1.8,0.6,12.4,11.2,3.0,1.0,39.0,10.0,1.6,1.4,13.6,12.8,3.0,1.0,22.0,10.0,1795.4029531605224,1598.1854279064073,197.21752525411512
209,M'gladbach,Union Berlin,H,6.0,7.0,0.6,2.0,12.0,13.4,0.0,3.0,22.0,2.0,1.0,2.0,11.4,11.2,1.0,3.0,28.0,4.0,1566.3118961819946,1589.3486340430632,-23.03673786106856
210,Werder Bremen,Heidenheim,H,6.0,6.0,0.4,1.8,17.6,8.4,0.0,4.0,19.0,1.0,1.0,2.4,13.0,13.6,0.0,4.0,14.0,1.0,1552.7842244950316,1486.545466198058,66.23875829697363
211,Dortmund,Bayern Munich,A,7.0,7.0,2.8,1.0,16.0,11.4,4.0,0.0,52.0,13.0,2.8,1.4,18.0,12.4,3.0,1.0,60.0,10.0,1851.5888234458616,1939.0922632357574,-87.50343978989576
212,Stuttgart,Wolfsburg,H,7.0,8.0,2.2,1.2,13.4,11.6,3.0,1.0,43.0,10.0,1.2,2.2,10.6,18.2,0.0,4.0,20.0,1.0,1606.84140267995,1544.475922247372,62.365480432578124
213,Ein Frankfurt,Freiburg,H,8.0,7.0,1.6,2.0,8.8,15.2,1.0,3.0,31.0,4.0,1.0,1.2,10.8,18.2,3.0,2.0,33.0,9.0,1637.1251253019266,1643.0306611016783,-5.90553579975176
214,Hamburg,RB Leipzig,A,9.0,8.0,1.6,1.0,12.0,14.0,2.0,0.0,26.0,9.0,1.6,1.6,15.8,9.8,1.0,1.0,41.0,6.0,1572.7756752242667,1723.2360706728512,-150.46039544858445
215,Hamburg,Leverkusen,A,3.0,4.0,1.8,1.4,12.4,15.0,2.0,1.0,26.0,8.0,1.8,0.8,12.2,9.4,2.0,1.0,40.0,8.0,1568.3347398062485,1791.550786226338,-223.21604642008947
216,Bayern Munich,M'gladbach,H,6.0,6.0,3.2,1.4,17.8,11.2,4.0,0.0,63.0,13.0,0.8,1.4,13.8,11.2,1.0,2.0,25.0,5.0,1942.858954574137,1574.3084566699233,368.55049790421367
217,Freiburg,Leverkusen,D,6.0,3.0,0.6,1.4,9.0,17.4,2.0,3.0,33.0,6.0,1.4,0.6,12.8,9.2,2.0,1.0,43.0,8.0,1635.4031921395383,1794.8014568278475,-159.39826468830915
218,Heidenheim,Hoffenheim,A,7.0,7.0,1.0,2.2,13.4,14.8,0.0,4.0,14.0,1.0,1.8,1.8,16.2,15.2,2.0,2.0,46.0,7.0,1480.458268743293,1719.9338162200206,-239.47554747672757
219,Mainz,Stuttgart,D,7.0,6.0,1.2,1.4,11.2,13.8,2.0,1.0,23.0,8.0,2.4,1.2,14.8,11.2,3.0,1.0,46.0,10.0,1602.0375948405917,1613.009410994299,-10.971816153707323
220,RB Leipzig,Augsburg,H,6.0,8.0,1.8,1.6,16.0,9.8,2.0,1.0,44.0,8.0,1.6,1.0,13.4,12.6,4.0,1.0,31.0,12.0,1727.6770060908693,1582.8178880809342,144.85911800993517
221,Wolfsburg,Hamburg,A,6.0,3.0,1.0,2.4,11.2,19.0,0.0,4.0,20.0,1.0,1.4,1.2,11.6,15.2,2.0,2.0,26.0,7.0,1538.307913933023,1565.084069204739,-26.776155271716107
222,FC Koln,Dortmund,A,8.0,7.0,1.0,1.8,10.8,15.6,1.0,3.0,24.0,4.0,2.6,1.6,15.0,12.2,3.0,1.0,52.0,10.0,1529.5853513708698,1847.822132107482,-318.2367807366122
223,St Pauli,Ein Frankfurt,D,8.0,7.0,1.2,1.6,11.8,12.8,3.0,2.0,23.0,9.0,1.8,1.4,10.0,14.0,2.0,2.0,34.0,7.0,1531.191640181876,1644.7525942640666,-113.56095408219062
224,Union Berlin,Werder Bremen,A,8.0,8.0,1.0,1.6,10.6,12.4,1.0,3.0,28.0,4.0,0.8,1.4,15.8,7.8,1.0,3.0,22.0,4.0,1581.3520735551344,1558.8714219497965,22.480651605337926
225,M'gladbach,St Pauli,H,7.0,5.0,0.8,2.0,14.4,11.2,1.0,3.0,25.0,4.0,1.0,1.2,10.6,12.0,3.0,1.0,24.0,10.0,1572.7031548850684,1533.5593283815433,39.14382650352513
226,Dortmund,Augsburg,H,7.0,7.0,2.4,1.4,13.8,12.6,3.0,1.0,55.0,10.0,1.4,1.2,14.2,12.6,3.0,2.0,31.0,9.0,1849.2022313401123,1578.2754964230771,270.9267349170352
227,Ein Frankfurt,Heidenheim,H,6.0,7.0,1.6,0.8,9.4,14.0,2.0,1.0,35.0,8.0,1.0,2.4,12.6,14.2,0.0,4.0,14.0,1.0,1642.3849060643993,1477.4395958415214,164.94531022287788
228,Hoffenheim,Wolfsburg,D,7.0,7.0,2.0,2.0,17.6,13.6,2.0,2.0,49.0,7.0,1.2,2.6,11.2,18.0,0.0,4.0,20.0,1.0,1722.9524891217923,1531.3847820624094,191.56770705938288
229,Leverkusen,Bayern Munich,D,7.0,8.0,1.8,1.0,14.2,11.6,2.0,1.0,44.0,8.0,3.6,1.2,18.8,10.4,5.0,0.0,66.0,15.0,1791.5832555393652,1943.9291557640402,-152.345900224675
230,Hamburg,FC Koln,D,7.0,7.0,1.4,1.4,10.8,14.0,2.0,2.0,29.0,7.0,1.0,2.2,10.6,15.4,0.0,4.0,24.0,1.0,1572.0072010753527,1527.5152025219245,44.491998553428175
232,Stuttgart,RB Leipzig,H,8.0,8.0,2.6,1.6,13.4,12.6,2.0,1.0,47.0,8.0,2.0,1.4,16.4,10.8,3.0,0.0,47.0,11.0,1612.7726440046713,1732.2193977487264,-119.44675374405506
233,Werder Bremen,Mainz,A,7.0,8.0,1.4,1.4,15.2,8.2,2.0,3.0,25.0,6.0,1.2,1.6,12.6,13.0,1.0,1.0,24.0,6.0,1566.8560297145461,1602.2743618302195,-35.418332115673365
231,Freiburg,Union Berlin,A,8.0,7.0,1.2,1.8,11.0,17.2,2.0,2.0,34.0,7.0,1.0,1.8,9.2,13.6,1.0,3.0,28.0,4.0,1638.6213934280206,1573.3674657903848,65.2539276376358
234,RB Leipzig,Hoffenheim,H,5.0,6.0,1.6,1.4,14.4,11.4,2.0,1.0,47.0,8.0,2.0,1.2,20.0,9.0,2.0,1.0,50.0,8.0,1722.237936182558,1719.1908572089435,3.047078973614589
235,Bayern Munich,Union Berlin,H,7.0,6.0,2.8,1.2,15.6,12.8,4.0,0.0,67.0,13.0,1.0,1.6,8.8,16.8,2.0,3.0,31.0,6.0,1941.8672091341084,1582.259752535139,359.6074565989695
236,FC Koln,M'gladbach,D,7.0,8.0,1.0,2.0,10.6,12.6,0.0,3.0,25.0,2.0,1.0,1.8,14.6,10.8,2.0,3.0,28.0,6.0,1528.470423683274,1579.3617246601043,-50.89130097683028
237,Heidenheim,Leverkusen,D,7.0,7.0,1.0,2.2,9.2,13.8,0.0,4.0,14.0,1.0,1.2,1.2,16.0,11.6,1.0,1.0,45.0,6.0,1473.2548196545954,1794.6761754842628,-321.4213558296674
238,Wolfsburg,Werder Bremen,A,7.0,6.0,1.2,2.4,9.6,18.0,0.0,3.0,21.0,2.0,1.4,1.6,15.0,9.0,2.0,3.0,25.0,6.0,1535.1464139752582,1560.1179583273617,-24.971544352103592
239,Dortmund,Hamburg,H,7.0,7.0,2.4,1.2,12.8,11.6,3.0,1.0,58.0,10.0,1.0,1.2,9.2,13.6,1.0,2.0,30.0,5.0,1850.9393010639353,1571.0519799140031,279.8873211499322
240,Mainz,Ein Frankfurt,H,7.0,8.0,1.2,1.6,12.8,13.4,1.0,1.0,27.0,6.0,1.6,0.6,11.2,12.4,3.0,1.0,38.0,10.0,1609.012433217404,1646.5696822513253,-37.55724903392138
241,St Pauli,Freiburg,A,9.0,7.0,0.6,1.4,9.2,12.6,2.0,2.0,24.0,7.0,1.0,2.0,13.4,15.6,1.0,3.0,34.0,4.0,1526.9007586065075,1629.7291066832665,-102.82834807675908
242,Augsburg,Stuttgart,A,8.0,7.0,1.4,1.2,12.8,13.8,3.0,2.0,31.0,9.0,2.6,1.2,14.6,11.4,3.0,0.0,50.0,11.0,1575.6698918373427,1622.7541055708396,-47.08421373349688
249,Hoffenheim,Mainz,A,15.0,13.0,1.4,2.2,16.6,9.2,1.0,2.0,50.0,5.0,1.6,1.0,12.4,13.0,2.0,0.0,30.0,9.0,1711.7566320096453,1617.3200283993367,94.43660361030857
248,Freiburg,Bayern Munich,A,13.0,14.0,1.4,1.6,13.8,13.0,2.0,2.0,37.0,7.0,3.0,1.2,19.6,11.0,4.0,0.0,70.0,13.0,1635.071997278334,1942.9876129388017,-307.91561566046767
246,M'gladbach,Heidenheim,D,14.0,14.0,1.6,1.8,12.4,10.8,2.0,2.0,29.0,7.0,1.6,2.6,7.8,14.2,0.0,3.0,15.0,2.0,1578.2709376086984,1478.7171665513904,99.55377105730804
247,Hamburg,Augsburg,D,14.0,13.0,1.2,1.6,7.2,15.0,1.0,3.0,30.0,4.0,1.6,2.2,13.0,13.2,2.0,3.0,31.0,6.0,1568.5555674798413,1569.1801094782775,-0.6245419984361433
244,Werder Bremen,RB Leipzig,A,14.0,15.0,1.6,1.0,13.8,9.0,3.0,2.0,28.0,9.0,2.2,1.0,13.2,11.0,3.0,1.0,50.0,10.0,1567.079830521825,1729.6721613818563,-162.59233086003132
243,Stuttgart,Dortmund,A,13.0,14.0,3.0,1.4,14.6,12.0,3.0,0.0,53.0,11.0,2.2,1.6,14.8,10.4,3.0,1.0,61.0,10.0,1629.2438879299048,1852.6035760200432,-223.35968809013843
245,Leverkusen,Wolfsburg,H,14.0,14.0,1.8,1.6,15.6,11.8,1.0,0.0,46.0,7.0,0.8,2.2,9.8,15.6,0.0,4.0,21.0,1.0,1789.2138285874678,1528.184541780795,261.02928680667287
250,Union Berlin,St Pauli,D,15.0,14.0,0.6,1.8,7.4,20.4,2.0,3.0,31.0,6.0,0.8,1.0,9.4,13.2,2.0,2.0,24.0,7.0,1580.5791468280988,1521.55786801144,59.02127881665888
251,Ein Frankfurt,FC Koln,D,14.0,15.0,1.2,1.0,11.2,10.0,2.0,2.0,38.0,7.0,1.4,2.0,11.0,11.8,0.0,2.0,26.0,3.0,1638.2620870693925,1529.56121073468,108.70087633471258
252,Augsburg,Hoffenheim,D,6.0,6.0,1.2,2.0,13.6,14.8,1.0,3.0,32.0,4.0,1.2,2.2,16.2,9.2,1.0,3.0,50.0,4.0,1569.1666276700278,1702.2668174664682,-133.10018979644042
253,Dortmund,Leverkusen,A,7.0,7.0,2.2,1.2,13.6,10.4,4.0,1.0,64.0,12.0,2.8,2.0,18.2,12.4,2.0,0.0,49.0,9.0,1854.7692864950952,1791.944387559956,62.82489893513912
254,Heidenheim,Union Berlin,H,7.0,6.0,1.4,2.4,8.8,14.8,0.0,3.0,16.0,2.0,0.6,2.0,9.0,19.0,1.0,3.0,32.0,4.0,1480.8092616317078,1579.3171861059102,-98.50792447420235
255,RB Leipzig,M'gladbach,H,7.0,7.0,2.2,0.8,12.0,11.4,4.0,1.0,53.0,12.0,1.8,1.8,13.0,11.8,2.0,1.0,30.0,8.0,1733.897928303495,1576.178842528381,157.71908577511408
256,Wolfsburg,Ein Frankfurt,A,7.0,6.0,1.0,2.8,10.0,17.6,0.0,4.0,21.0,1.0,1.2,0.8,13.4,8.0,2.0,1.0,39.0,8.0,1525.4539828083066,1635.9892690574911,-110.53528624918454
257,St Pauli,Bayern Munich,A,6.0,7.0,0.6,1.0,10.2,13.8,1.0,2.0,25.0,5.0,3.0,1.2,19.0,11.8,4.0,0.0,73.0,13.0,1522.8198287336286,1944.4399240715313,-421.62009533790274
